,timestamp,macModule,rssi,h,min,metre
102,2022-11-18 13:43:22.667,A8032A31204E,-70.0,13,43,37.0
101,2022-11-18 13:43:22.800,C45BBE39F9AE,-80.0,13,43,37.0
100,2022-11-18 13:43:30.592,C45BBE39F9AE,-80.0,13,43,37.0
99,2022-11-18 13:43:32.267,A8032A31204E,-71.0,13,43,37.0
98,2022-11-18 13:43:41.816,A8032A31204E,-70.0,13,43,37.0
97,2022-11-18 13:43:42.345,C45BBE39F9AE,-80.0,13,43,37.0
96,2022-11-18 13:43:52.070,C45BBE39F9AE,-79.0,13,43,37.0
95,2022-11-18 13:43:53.354,A8032A31204E,-68.0,13,43,37.0
94,2022-11-18 13:44:01.805,C45BBE39F9AE,-80.0,13,44,38.0
93,2022-11-18 13:44:02.907,A8032A31204E,-71.0,13,44,38.0
92,2022-11-18 13:44:07.656,C45BBE39F9AE,-75.0,13,44,38.0
91,2022-11-18 13:44:12.518,A8032A31204E,-80.0,13,44,38.0
90,2022-11-18 13:44:19.216,C45BBE37B346,-80.0,13,44,38.0
89,2022-11-18 13:44:22.044,A8032A31204E,-72.0,13,44,38.0
88,2022-11-18 13:44:27.806,A8032A31204E,-78.0,13,44,38.0
87,2022-11-18 13:44:41.301,A8032A31204E,-76.0,13,44,38.0
86,2022-11-18 13:44:52.901,A8032A31204E,-72.0,13,44,38.0
85,2022-11-18 13:44:58.615,A8032A31204E,-73.0,13,44,38.0
84,2022-11-18 13:45:10.244,A8032A31204E,-77.0,13,45,38.0
83,2022-11-18 13:45:21.908,A8032A31204E,-76.0,13,45,38.0
82,2022-11-18 13:45:27.543,A8032A31204E,-80.0,13,45,38.0
81,2022-11-18 13:45:35.512,A8032A31204E,-73.0,13,45,38.0
80,2022-11-18 13:45:51.322,A8032A31204E,-79.0,13,45,38.0
79,2022-11-18 13:46:03.106,A8032A31204E,-80.0,13,46,39.0
78,2022-11-18 13:46:08.878,A8032A31204E,-78.0,13,46,39.0
77,2022-11-18 13:46:22.631,A8032A31204E,-75.0,13,46,39.0
76,2022-11-18 13:46:32.475,A8032A31204E,-80.0,13,46,39.0
75,2022-11-18 13:46:40.486,A8032A31204E,-79.0,13,46,39.0
74,2022-11-18 13:46:51.889,A8032A31204E,-76.0,13,46,39.0
73,2022-11-18 13:47:03.311,A8032A31204E,-79.0,13,47,39.0
72,2022-11-18 13:47:06.015,C45BBE39F9AE,-78.0,13,47,39.0
71,2022-11-18 13:47:09.052,A8032A31204E,-62.0,13,47,39.0
70,2022-11-18 13:47:30.347,A8032A31204E,-65.0,13,47,39.0
69,2022-11-18 13:47:30.437,C45BBE39F9AE,-80.0,13,47,39.0
68,2022-11-18 13:47:39.997,A8032A31204E,-76.0,13,47,39.0
67,2022-11-18 13:47:41.788,C45BBE37B346,-78.0,13,47,39.0
66,2022-11-18 13:47:46.005,C45BBE39F9AE,-76.0,13,47,39.0
65,2022-11-18 13:47:51.319,C45BBE37B346,-80.0,13,47,39.0
64,2022-11-18 13:47:53.404,A8032A31204E,-79.0,13,47,39.0
63,2022-11-18 13:48:03.009,A8032A31204E,-78.0,13,48,40.0
62,2022-11-18 13:48:10.678,A8032A31204E,-76.0,13,48,40.0
61,2022-11-18 13:48:20.226,A8032A31204E,-78.0,13,48,40.0
60,2022-11-18 13:48:29.954,A8032A31204E,-79.0,13,48,40.0
59,2022-11-18 13:48:31.633,C45BBE37B346,-79.0,13,48,40.0
58,2022-11-18 13:48:31.847,C45BBE386952,-76.0,13,48,40.0
57,2022-11-18 13:48:35.752,A8032A31204E,-77.0,13,48,40.0
56,2022-11-18 13:48:42.719,C45BBE39F56A,-79.0,13,48,40.0
55,2022-11-18 13:48:43.106,C45BBE37B346,-71.0,13,48,40.0
54,2022-11-18 13:48:43.560,C45BBE386952,-75.0,13,48,40.0
53,2022-11-18 13:48:49.132,A8032A31204E,-80.0,13,48,40.0
52,2022-11-18 13:48:52.487,C45BBE39F56A,-79.0,13,48,40.0
51,2022-11-18 13:48:52.750,C45BBE37B346,-72.0,13,48,40.0
50,2022-11-18 13:48:53.221,C45BBE386952,-78.0,13,48,40.0
49,2022-11-18 13:49:00.264,C45BBE39F56A,-79.0,13,49,40.0
48,2022-11-18 13:49:00.438,C45BBE37B346,-73.0,13,49,40.0
47,2022-11-18 13:49:02.623,A8032A31204E,-80.0,13,49,40.0
46,2022-11-18 13:49:02.894,C45BBE386952,-80.0,13,49,40.0
45,2022-11-18 13:49:04.225,C45BBE37B346,-79.0,13,49,40.0
44,2022-11-18 13:49:12.229,A8032A31204E,-64.0,13,49,40.0
43,2022-11-18 13:49:19.357,C45BBE39F9AE,-77.0,13,49,40.0
42,2022-11-18 13:49:19.975,A8032A31204E,-70.0,13,49,40.0
41,2022-11-18 13:49:31.478,A8032A31204E,-79.0,13,49,40.0
40,2022-11-18 13:49:37.207,A8032A31204E,-80.0,13,49,40.0
39,2022-11-18 13:49:48.721,A8032A31204E,-72.0,13,49,40.0
38,2022-11-18 13:50:02.200,A8032A31204E,-78.0,13,50,41.0
37,2022-11-18 13:50:11.849,A8032A31204E,-74.0,13,50,41.0
36,2022-11-18 13:50:19.545,A8032A31204E,-74.0,13,50,41.0
35,2022-11-18 13:50:55.710,C45BBE37B346,-79.0,13,50,41.0
34,2022-11-18 13:50:58.199,A8032A31204E,-77.0,13,50,41.0
33,2022-11-18 13:51:11.739,A8032A31204E,-78.0,13,51,41.0
32,2022-11-18 13:51:33.480,A8032A31204E,-80.0,13,51,41.0
31,2022-11-18 13:51:39.256,A8032A31204E,-78.0,13,51,41.0
30,2022-11-18 13:51:48.291,C45BBE37B346,-79.0,13,51,41.0
29,2022-11-18 13:51:48.910,A8032A31204E,-75.0,13,51,41.0
28,2022-11-18 13:52:10.039,A8032A31204E,-80.0,13,52,42.0
27,2022-11-18 13:52:21.661,A8032A31204E,-77.0,13,52,42.0
26,2022-11-18 13:52:27.409,A8032A31204E,-77.0,13,52,42.0
25,2022-11-18 13:52:37.116,A8032A31204E,-79.0,13,52,42.0
24,2022-11-18 13:52:52.717,A8032A31204E,-77.0,13,52,42.0
23,2022-11-18 13:52:54.657,A8032A31204E,-78.0,13,52,42.0
22,2022-11-18 13:53:25.124,C45BBE37B346,-74.0,13,53,42.0
21,2022-11-18 13:53:50.633,A8032A31204E,-76.0,13,53,42.0
20,2022-11-18 13:53:58.270,A8032A31204E,-78.0,13,53,42.0
19,2022-11-18 13:54:40.635,A8032A31204E,-80.0,13,54,43.0
18,2022-11-18 13:54:48.329,A8032A31204E,-80.0,13,54,43.0
17,2022-11-18 13:55:11.305,A8032A31204E,-79.0,13,55,43.0
16,2022-11-18 13:55:22.790,A8032A31204E,-80.0,13,55,43.0
15,2022-11-18 13:55:32.445,A8032A31204E,-80.0,13,55,43.0
14,2022-11-18 13:55:36.336,A8032A31204E,-79.0,13,55,43.0
13,2022-11-18 13:56:10.824,C45BBE386952,-79.0,13,56,44.0
12,2022-11-18 13:56:15.981,C45BBE37B346,-79.0,13,56,44.0
11,2022-11-18 13:56:17.053,C45BBE39F56A,-79.0,13,56,44.0
10,2022-11-18 13:56:22.668,A8032A31204E,-79.0,13,56,44.0
9,2022-11-18 13:56:58.683,C45BBE39F9AE,-79.0,13,56,44.0
8,2022-11-18 13:57:01.254,A8032A31204E,-70.0,13,57,44.0
7,2022-11-18 13:57:10.952,A8032A31204E,-65.0,13,57,44.0
6,2022-11-18 13:57:53.530,A8032A31204E,-76.0,13,57,44.0
5,2022-11-18 13:58:03.285,A8032A31204E,-74.0,13,58,45.0
4,2022-11-18 13:58:13.064,A8032A31204E,-76.0,13,58,45.0
3,2022-11-18 13:58:22.701,A8032A31204E,-73.0,13,58,45.0
2,2022-11-18 13:58:32.421,A8032A31204E,-77.0,13,58,45.0
1,2022-11-18 13:58:40.168,A8032A31204E,-74.0,13,58,45.0
0,2022-11-18 13:58:49.786,A8032A31204E,-76.0,13,58,45.0
