macModule,rssi,Time,Position (m)
C45BBE386952,-64,13:38:43.039000,51
C45BBE37B346,-60,13:38:43.062000,51
C45BBE39F56A,-71,13:38:51.648000,51
C45BBE37B346,-67,13:38:52.580000,51
C45BBE386952,-71,13:38:52.676000,51
C45BBE386952,-68,13:39:00.397000,51
C45BBE37B346,-62,13:39:02.108000,51
C45BBE39F56A,-79,13:39:03.289000,51
C45BBE386952,-78,13:39:11.984000,51
C45BBE39F56A,-63,13:39:13.144000,51
C45BBE37B346,-55,13:39:13.563000,51
C45BBE39F56A,-77,13:39:20.993000,51
C45BBE37B346,-66,13:39:23.198000,51
C45BBE386952,-63,13:39:23.565000,51
C45BBE39F56A,-63,13:39:32.627000,51
C45BBE37B346,-64,13:39:32.763000,51
C45BBE386952,-65,13:39:33.147000,51
C45BBE37B346,-63,13:39:40.407000,51
C45BBE386952,-77,13:39:40.918000,51
C45BBE39F56A,-66,13:39:42.387000,51
C45BBE37B346,-78,13:39:51.868000,51
C45BBE39F56A,-63,13:39:52.109000,51
C45BBE386952,-80,13:39:52.485000,51
C45BBE386952,-69,13:40:00.236000,52
C45BBE39F56A,-72,13:40:01.855000,52
C45BBE37B346,-75,13:40:03.376000,52
C45BBE39F56A,-76,13:40:11.635000,52
C45BBE386952,-79,13:40:11.819000,52
C45BBE37B346,-60,13:40:12.969000,52
C45BBE386952,-73,13:40:19.505000,52
C45BBE37B346,-60,13:40:22.488000,52
C45BBE39F56A,-72,13:40:23.315000,52
C45BBE37B346,-69,13:40:32.042000,52
C45BBE386952,-76,13:40:32.966000,52
C45BBE39F56A,-75,13:40:33.136000,52
C45BBE386952,-70,13:40:42.567000,52
C45BBE39F56A,-65,13:40:42.853000,52
C45BBE37B346,-62,13:40:43.473000,52
C45BBE386952,-64,13:40:52.239000,52
C45BBE39F56A,-58,13:40:52.540000,52
C45BBE37B346,-59,13:40:53.091000,52
C45BBE386952,-62,13:40:59.963000,52
C45BBE39F56A,-70,13:41:00.445000,52
C45BBE37B346,-61,13:41:02.746000,52
C45BBE386952,-71,13:41:11.566000,52
C45BBE37B346,-74,13:41:12.283000,52
C45BBE39F56A,-69,13:41:12.316000,52
C45BBE39F56A,-66,13:41:21.829000,52
C45BBE37B346,-71,13:41:22.326000,52
C45BBE386952,-71,13:41:23.311000,52
C45BBE386952,-78,13:41:27.331000,52
C45BBE39F56A,-69,13:41:31.736000,52
C45BBE37B346,-66,13:41:31.814000,52
C45BBE386952,-78,13:41:41.295000,52
C45BBE37B346,-60,13:41:43.432000,52
C45BBE39F56A,-65,13:41:43.466000,52
C45BBE386952,-79,13:41:49.007000,52
C45BBE37B346,-58,13:41:53.210000,52
C45BBE39F56A,-76,13:41:53.281000,52
C45BBE386952,-71,13:42:02.435000,53
C45BBE37B346,-65,13:42:02.773000,53
C45BBE39F56A,-61,13:42:03.010000,53
C45BBE386952,-74,13:42:04.365000,53
C45BBE39F56A,-69,13:42:08.827000,53
C45BBE37B346,-69,13:42:10.417000,53
C45BBE386952,-72,13:42:17.915000,53
C45BBE37B346,-58,13:42:22.297000,53
C45BBE39F56A,-74,13:42:22.478000,53
C45BBE39F56A,-76,13:42:30.356000,53
C45BBE37B346,-70,13:42:31.931000,53
C45BBE386952,-72,13:42:33.505000,53
C45BBE39F56A,-79,13:42:42.433000,53
C45BBE386952,-70,13:42:43.093000,53
C45BBE37B346,-75,13:42:43.425000,53
C45BBE39F56A,-71,13:42:52.157000,53
C45BBE37B346,-65,13:42:52.967000,53
C45BBE39F56A,-79,13:42:57.968000,53
C45BBE386952,-72,13:43:02.446000,53
C45BBE37B346,-62,13:43:02.514000,53
C45BBE37B346,-70,13:43:08.317000,53
C45BBE386952,-75,13:43:12.022000,53
C45BBE39F56A,-74,13:43:13.476000,53
C45BBE386952,-76,13:43:21.684000,53
C45BBE37B346,-72,13:43:21.795000,53
C45BBE39F56A,-78,13:43:23.260000,53
C45BBE386952,-68,13:43:31.402000,53
C45BBE39F56A,-74,13:43:33.057000,53
C45BBE37B346,-65,13:43:33.256000,53
C45BBE386952,-80,13:43:37.132000,53
C45BBE39F56A,-71,13:43:42.830000,53
C45BBE37B346,-65,13:43:42.841000,53
C45BBE37B346,-58,13:43:52.441000,53
C45BBE386952,-66,13:43:52.532000,53
C45BBE39F56A,-71,13:43:52.632000,53
C45BBE39F56A,-66,13:44:00.415000,54
C45BBE37B346,-71,13:44:02.017000,54
C45BBE386952,-72,13:44:02.234000,54
C45BBE386952,-78,13:44:11.977000,54
C45BBE39F56A,-73,13:44:12.089000,54
C45BBE37B346,-68,13:44:13.472000,54
C45BBE37B346,-59,13:44:21.112000,54
C45BBE39F56A,-72,13:44:21.821000,54
C45BBE386952,-79,13:44:23.444000,54
C45BBE39F56A,-63,13:44:31.592000,54
C45BBE37B346,-60,13:44:32.641000,54
C45BBE386952,-75,13:44:33.156000,54
C45BBE386952,-76,13:44:40.875000,54
C45BBE37B346,-64,13:44:42.213000,54
C45BBE39F56A,-77,13:44:43.362000,54
C45BBE37B346,-76,13:44:51.777000,54
C45BBE386952,-76,13:44:52.416000,54
C45BBE39F56A,-72,13:44:53.068000,54
C45BBE39F56A,-69,13:44:55.014000,54
C45BBE386952,-74,13:44:58.226000,54
C45BBE37B346,-71,13:45:01.403000,54
C45BBE386952,-75,13:45:11.891000,54
C45BBE39F56A,-73,13:45:12.591000,54
C45BBE37B346,-68,13:45:13.103000,54
C45BBE386952,-77,13:45:21.487000,54
C45BBE39F56A,-72,13:45:22.493000,54
C45BBE37B346,-74,13:45:22.633000,54
C45BBE39F56A,-71,13:45:30.196000,54
C45BBE386952,-75,13:45:31.252000,54
C45BBE37B346,-61,13:45:32.266000,54
C45BBE37B346,-77,13:45:38.195000,54
C45BBE386952,-80,13:45:41.032000,54
C45BBE39F56A,-74,13:45:41.982000,54
C45BBE37B346,-72,13:45:49.712000,54
C45BBE386952,-75,13:45:50.698000,54
C45BBE39F56A,-70,13:45:51.684000,54
C45BBE386952,-75,13:46:00.324000,55
C45BBE37B346,-77,13:46:03.179000,55
C45BBE39F56A,-66,13:46:03.403000,55
C45BBE37B346,-71,13:46:11.015000,55
C45BBE39F56A,-65,13:46:11.469000,55
C45BBE386952,-78,13:46:12.419000,55
C45BBE39F56A,-62,13:46:21.508000,55
C45BBE386952,-74,13:46:21.918000,55
C45BBE37B346,-69,13:46:22.596000,55
C45BBE386952,-64,13:46:31.685000,55
C45BBE39F56A,-69,13:46:31.685000,55
C45BBE37B346,-67,13:46:32.372000,55
C45BBE386952,-80,13:46:39.446000,55
C45BBE39F56A,-71,13:46:41.428000,55
C45BBE37B346,-78,13:46:42.255000,55
C45BBE386952,-80,13:46:47.402000,55
C45BBE37B346,-78,13:46:51.776000,55
C45BBE39F56A,-80,13:46:53.506000,55
C45BBE384CD2,-79,13:46:54.809000,55
C45BBE386952,-78,13:47:02.808000,55
C45BBE37B346,-74,13:47:03.323000,55
C45BBE39F56A,-77,13:47:03.345000,55
C45BBE386952,-78,13:47:12.482000,55
C45BBE37B346,-64,13:47:12.895000,55
C45BBE39F56A,-79,13:47:13.025000,55
C45BBE386952,-75,13:47:20.583000,55
C45BBE37B346,-74,13:47:22.600000,55
C45BBE39F56A,-75,13:47:22.723000,55
C45BBE386952,-73,13:47:30.177000,55
C45BBE37B346,-71,13:47:32.174000,55
C45BBE39F56A,-68,13:47:32.309000,55
C45BBE37B346,-72,13:47:41.766000,55
C45BBE386952,-71,13:47:41.809000,55
C45BBE39F56A,-67,13:47:42.063000,55
C45BBE37B346,-75,13:47:51.341000,55
C45BBE386952,-76,13:47:51.433000,55
C45BBE39F56A,-75,13:47:51.711000,55
C45BBE37B346,-65,13:48:02.849000,56
C45BBE386952,-71,13:48:02.975000,56
C45BBE39F56A,-75,13:48:03.523000,56
C45BBE37B346,-77,13:48:12.387000,56
C45BBE386952,-75,13:48:12.592000,56
C45BBE39F56A,-63,13:48:13.254000,56
C45BBE386362,-80,13:48:13.917000,56
C45BBE386952,-72,13:48:20.193000,56
C45BBE37B346,-68,13:48:22.001000,56
C45BBE39F56A,-64,13:48:23.068000,56
C45BBE386952,-74,13:48:29.909000,56
C45BBE39F56A,-75,13:48:33.020000,56
C45BBE37B346,-67,13:48:33.558000,56
C45BBE384CD2,-80,13:48:42.326000,56
C45BBE39F56A,-65,13:48:42.742000,56
C45BBE37B346,-70,13:48:43.130000,56
C45BBE386952,-77,13:48:43.526000,56
C45BBE384CD2,-75,13:48:52.069000,56
C45BBE39F56A,-73,13:48:52.532000,56
C45BBE37B346,-68,13:48:52.727000,56
C45BBE386952,-65,13:48:53.255000,56
C45BBE37B346,-76,13:49:00.414000,56
C45BBE39F56A,-72,13:49:02.215000,56
C45BBE386952,-73,13:49:02.871000,56
C45BBE384CD2,-78,13:49:09.557000,56
C45BBE37B346,-72,13:49:11.880000,56
C45BBE39F56A,-67,13:49:12.037000,56
C45BBE386952,-75,13:49:12.589000,56
C45BBE384CD2,-75,13:49:15.408000,56
C45BBE39F56A,-69,13:49:21.779000,56
C45BBE386952,-71,13:49:22.232000,56
C45BBE37B346,-58,13:49:23.424000,56
C45BBE37B346,-75,13:49:31.007000,56
C45BBE39F56A,-65,13:49:31.511000,56
C45BBE386952,-79,13:49:31.825000,56
C45BBE37B346,-76,13:49:42.603000,56
C45BBE39F56A,-69,13:49:43.220000,56
C45BBE386952,-78,13:49:43.355000,56
C45BBE37B346,-73,13:49:52.184000,56
C45BBE384CD2,-75,13:49:52.350000,56
C45BBE39F56A,-60,13:49:52.916000,56
C45BBE386952,-66,13:49:52.996000,56
C45BBE37B346,-69,13:50:01.708000,57
C45BBE39F56A,-55,13:50:02.549000,57
C45BBE386952,-78,13:50:02.581000,57
C45BBE384CD2,-80,13:50:05.994000,57
C45BBE39F56A,-67,13:50:12.181000,57
C45BBE386952,-71,13:50:12.193000,57
C45BBE37B346,-70,13:50:13.257000,57
C45BBE386952,-74,13:50:19.897000,57
C45BBE39F56A,-64,13:50:22.323000,57
C45BBE37B346,-77,13:50:22.910000,57
C45BBE37B346,-70,13:50:30.500000,57
C45BBE386952,-66,13:50:31.617000,57
C45BBE39F56A,-67,13:50:31.955000,57
C45BBE39F56A,-66,13:50:42.015000,57
C45BBE37B346,-71,13:50:42.224000,57
C45BBE386952,-75,13:50:43.213000,57
C45BBE39F56A,-60,13:50:51.720000,57
C45BBE37B346,-69,13:50:51.761000,57
C45BBE386952,-70,13:50:53.076000,57
C45BBE384CD2,-78,13:50:56.805000,57
C45BBE386952,-72,13:51:02.869000,57
C45BBE37B346,-68,13:51:03.411000,57
C45BBE39F56A,-71,13:51:03.578000,57
C45BBE386952,-79,13:51:12.457000,57
C45BBE37B346,-72,13:51:13.388000,57
C45BBE39F56A,-60,13:51:13.490000,57
C45BBE39F56A,-71,13:51:21.797000,57
C45BBE386952,-75,13:51:22.569000,57
C45BBE37B346,-67,13:51:23.375000,57
C45BBE384CD2,-77,13:51:30.411000,57
C45BBE37B346,-69,13:51:31.076000,57
C45BBE39F56A,-67,13:51:31.839000,57
C45BBE386952,-78,13:51:32.222000,57
C45BBE37B346,-70,13:51:36.682000,57
C45BBE386952,-78,13:51:41.803000,57
C45BBE39F56A,-66,13:51:43.430000,57
C45BBE386952,-73,13:51:51.456000,57
C45BBE37B346,-73,13:51:52.115000,57
C45BBE39F56A,-64,13:51:53.268000,57
C45BBE386952,-71,13:52:01.056000,58
C45BBE37B346,-73,13:52:01.672000,58
C45BBE39F56A,-57,13:52:03.024000,58
C45BBE39F56A,-62,13:52:08.870000,58
C45BBE386952,-75,13:52:12.548000,58
C45BBE37B346,-75,13:52:13.343000,58
C45BBE386952,-61,13:52:22.200000,58
C45BBE39F56A,-71,13:52:22.543000,58
C45BBE37B346,-69,13:52:22.939000,58
C45BBE386952,-72,13:52:31.897000,58
C45BBE39F56A,-64,13:52:32.233000,58
C45BBE37B346,-77,13:52:32.482000,58
C45BBE386952,-75,13:52:41.566000,58
C45BBE39F56A,-66,13:52:42.541000,58
C45BBE37B346,-75,13:52:42.915000,58
C45BBE39F56A,-62,13:52:52.215000,58
C45BBE37B346,-75,13:52:52.366000,58
C45BBE386952,-71,13:52:53.298000,58
C45BBE39F56A,-64,13:53:00.185000,58
C45BBE37B346,-66,13:53:00.260000,58
C45BBE386952,-72,13:53:03.080000,58
C45BBE39F56A,-60,13:53:09.882000,58
C45BBE37B346,-67,13:53:11.716000,58
C45BBE386952,-69,13:53:12.845000,58
C45BBE386952,-74,13:53:22.633000,58
C45BBE37B346,-64,13:53:23.230000,58
C45BBE39F56A,-62,13:53:23.435000,58
C45BBE39F56A,-59,13:53:31.255000,58
C45BBE386952,-76,13:53:32.224000,58
C45BBE37B346,-77,13:53:32.760000,58
C45BBE386952,-77,13:53:38.054000,58
C45BBE37B346,-78,13:53:42.340000,58
C45BBE39F56A,-57,13:53:42.955000,58
C45BBE37B346,-77,13:53:51.926000,58
C45BBE39F56A,-62,13:53:52.672000,58
C45BBE386952,-79,13:53:53.463000,58
C45BBE384CD2,-74,13:53:56.885000,58
C45BBE39F56A,-73,13:54:00.403000,59
C45BBE386952,-74,13:54:03.067000,59
C45BBE37B346,-80,13:54:03.503000,59
C45BBE384CD2,-79,13:54:08.565000,59
C45BBE386362,-80,13:54:08.914000,59
C45BBE386952,-78,13:54:10.812000,59
C45BBE37B346,-69,13:54:11.184000,59
C45BBE39F56A,-71,13:54:12.129000,59
C45BBE39F56A,-61,13:54:22.033000,59
C45BBE386952,-67,13:54:22.360000,59
C45BBE37B346,-76,13:54:22.642000,59
C45BBE39F56A,-74,13:54:29.741000,59
C45BBE37B346,-70,13:54:30.330000,59
C45BBE386952,-70,13:54:31.999000,59
C45BBE384CD2,-79,13:54:39.693000,59
C45BBE386952,-75,13:54:41.663000,59
C45BBE37B346,-70,13:54:41.809000,59
C45BBE39F56A,-69,13:54:43.299000,59
C45BBE384CD2,-79,13:54:45.569000,59
C45BBE39F56A,-61,13:54:53.093000,59
C45BBE386952,-64,13:54:53.203000,59
C45BBE37B346,-64,13:54:53.384000,59
C45BBE39F56A,-68,13:55:02.843000,59
C45BBE37B346,-75,13:55:02.888000,59
C45BBE386952,-66,13:55:02.944000,59
C45BBE384CD2,-77,13:55:06.934000,59
C45BBE37B346,-73,13:55:12.599000,59
C45BBE39F56A,-67,13:55:12.632000,59
C45BBE386952,-71,13:55:12.687000,59
C45BBE37B346,-72,13:55:22.243000,59
C45BBE386952,-74,13:55:22.311000,59
C45BBE39F56A,-59,13:55:22.333000,59
C45BBE37B346,-77,13:55:31.887000,59
C45BBE386952,-71,13:55:32.020000,59
C45BBE39F56A,-70,13:55:32.076000,59
C45BBE386952,-69,13:55:41.724000,59
C45BBE39F56A,-62,13:55:41.789000,59
C45BBE37B346,-66,13:55:43.342000,59
C45BBE37B346,-65,13:55:53.032000,59
C45BBE386952,-80,13:55:53.408000,59
C45BBE39F56A,-56,13:55:53.551000,59
C45BBE37B346,-63,13:56:02.566000,60
C45BBE386952,-73,13:56:03.057000,60
C45BBE39F56A,-63,13:56:03.291000,60
C45BBE386362,-76,13:56:05.545000,60
C45BBE37B346,-79,13:56:10.230000,60
C45BBE386952,-64,13:56:12.749000,60
C45BBE39F56A,-69,13:56:13.101000,60
C45BBE384CD2,-79,13:56:13.181000,60
C45BBE386362,-76,13:56:17.131000,60
C45BBE37B346,-66,13:56:21.703000,60
C45BBE386952,-66,13:56:22.086000,60
C45BBE39F56A,-53,13:56:22.858000,60
C45BBE384CD2,-79,13:56:22.913000,60
C45BBE39F56A,-73,13:56:30.617000,60
C45BBE386952,-62,13:56:31.708000,60
C45BBE37B346,-67,13:56:33.234000,60
C45BBE39F56A,-54,13:56:42.310000,60
C45BBE37B346,-56,13:56:42.818000,60
C45BBE386952,-74,13:56:43.335000,60
C45BBE39F56A,-66,13:56:52.137000,60
C45BBE37B346,-64,13:56:52.420000,60
C45BBE386952,-79,13:56:53.011000,60
C45BBE39F56A,-69,13:57:00.014000,60
C45BBE37B346,-69,13:57:02.056000,60
C45BBE386952,-69,13:57:02.692000,60
C45BBE386952,-74,13:57:08.494000,60
C45BBE39F56A,-62,13:57:11.748000,60
C45BBE37B346,-71,13:57:13.504000,60
C45BBE37B346,-66,13:57:21.145000,60
C45BBE386952,-75,13:57:22.011000,60
C45BBE39F56A,-64,13:57:23.376000,60
C45BBE37B346,-70,13:57:32.654000,60
C45BBE39F56A,-62,13:57:33.093000,60
C45BBE386952,-77,13:57:33.572000,60
C45BBE37B346,-67,13:57:42.329000,60
C45BBE39F56A,-51,13:57:42.886000,60
C45BBE386952,-77,13:57:43.327000,60
C45BBE37B346,-69,13:57:52.160000,60
C45BBE39F56A,-67,13:57:52.562000,60
C45BBE386952,-71,13:57:52.961000,60
C45BBE39F56A,-70,13:58:02.453000,60
C45BBE386952,-71,13:58:02.578000,60
C45BBE37B346,-73,13:58:03.548000,60
C45BBE386952,-73,13:58:10.218000,60
C45BBE39F56A,-64,13:58:12.278000,60
C45BBE37B346,-65,13:58:13.270000,60
C45BBE386952,-72,13:58:22.257000,60
C45BBE39F56A,-48,13:58:22.363000,60
C45BBE37B346,-68,13:58:22.669000,60
C45BBE386952,-66,13:58:31.955000,60
C45BBE39F56A,-67,13:58:32.185000,60
C45BBE37B346,-65,13:58:32.260000,60
C45BBE37B346,-69,13:58:40.112000,60
C45BBE39F56A,-61,13:58:41.984000,60
C45BBE386952,-66,13:58:43.580000,60
C45BBE39F56A,-58,13:58:51.677000,60
C45BBE386952,-62,13:58:53.255000,60
C45BBE37B346,-65,13:58:53.489000,60
C45BBE37B346,-73,13:59:02.641000,60
C45BBE386952,-71,13:59:03.001000,60
C45BBE39F56A,-56,13:59:03.358000,60
C45BBE37B346,-77,13:59:12.358000,60
C45BBE386952,-71,13:59:12.698000,60
C45BBE39F56A,-73,13:59:13.463000,60
C45BBE386952,-73,13:59:20.392000,60
C45BBE37B346,-72,13:59:21.848000,60
C45BBE39F56A,-74,13:59:23.112000,60
C45BBE386952,-76,13:59:31.912000,60
C45BBE39F56A,-76,13:59:32.783000,60
C45BBE37B346,-78,13:59:33.363000,60
C45BBE37B346,-80,13:59:41.098000,60
C45BBE39F56A,-74,13:59:42.531000,60
C45BBE386952,-69,13:59:43.527000,60
C45BBE39F56A,-76,13:59:50.303000,60
C45BBE386952,-77,13:59:53.227000,60
