31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
,-67.0,,,-78.0,-79.0,,,-77.0,,,,,-78.0,,,,,,,,,,,,,,,,
,-67.0,,-76.0,-78.0,-78.0,,,-80.0,,,,,-80.0,,,,,,,,,,,,,,,,
,-64.0,,-77.0,-68.0,-74.0,,,-79.0,,,,,-77.0,,,,,,,,,,,,,,,,
,-62.0,,-78.0,-72.0,-75.0,,,-80.0,,,,,-78.0,,,,,,,,,,,,,,,,
,-75.0,,-78.0,-71.0,-78.0,,,-78.0,,,,,-79.0,,,,,,,,,,,,,,,,
,-59.0,,-79.0,-74.0,-79.0,,,-76.0,,,,,-80.0,,,,,,,,,,,,,,,,
,-68.0,,-79.0,-78.0,-80.0,,,-77.0,,,,,-76.0,,,,,,,,,,,,,,,,
,-60.0,,-77.0,-80.0,-74.0,,-80.0,-79.0,,,,,-80.0,,,,,,,,,,,,,,,,
,-61.0,,-72.0,-68.0,-73.0,,-80.0,-80.0,,,,,-78.0,,,,,,,,,,,,,,,,
,-65.0,,-80.0,-74.0,-73.0,,-79.0,-73.0,,,,,-79.0,,,,,,,,,,,,,,,,
,-62.0,,-75.0,-77.0,-73.0,,,-75.0,,,,,-78.0,,,,,,,,,,,,,,,,
,-63.0,-79.0,-74.0,-74.0,-77.0,-77.0,,-76.0,-80.0,,,,-80.0,,,,,,,,,,,,,,,,
,-63.0,-80.0,-79.0,-69.0,,-77.0,,-77.0,,,,,-79.0,,,,,,,,,,,,,,,,
,-61.0,-77.0,-80.0,-71.0,,-80.0,,-75.0,,,,,-78.0,,,,,,,,,,,,,,,,
,-65.0,-75.0,-69.0,-75.0,,-79.0,,-70.0,,,,,-80.0,,,,,,,,,,,,,,,,
,-70.0,-77.0,-64.0,-71.0,,-79.0,,-79.0,,,,,,,,,,,,,,,,,,,,,
,-72.0,-75.0,,-71.0,,-80.0,,-79.0,,,,,,,,,,,,,,,,,,,,,
,,-79.0,,,,-80.0,,-80.0,,,,,,,,,,,,,,,,,,,,,
,,-78.0,,,,-79.0,,,,,,,,,,,,,-79.0,,,,,,,,,,
,,-77.0,,,,-77.0,,,,,,,,,,,,,-80.0,-78.0,,,,,,,,,
,,-69.0,,,,-80.0,,,,,,,,,,,,,-80.0,-80.0,,,,,,,,,
,,,,,,-80.0,,,,,,,,,,,,,-80.0,-74.0,,,,,,,,,
,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,-80.0,
,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-79.0,,,-60.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-80.0,,,-64.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-77.0,,,-68.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-75.0,,,-61.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-77.0,,,-68.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-75.0,,,-79.0,,,,,,,,,,,,,,
,,,,,,,,,,,,-79.0,,,-65.0,,,,,,,,,,,,,,
-70.0,,,,,,,,,,,,-78.0,,,-63.0,,,,,,,,,,,,,,
